LOC,YEAR,YearCode,Harvest,ENT,Entry,Row,Range,Block,Serpentine,treatment,Alfalfa_WinterSurvival,Alfalfa_SpringStandCount,Alfalfa_SpringVigor,Alfalfa_SpringMaturity,SpringDiseaseIncidence,SpringDiseaseSeverity,Alfalfa_SpringHeight,IWG_SpringHeight,Alfalfa_SummerMaturity,Alfalfa_SummerStandCount,Alfalfa_SummerHeight,IWG_SummerHeight,Lodging,SummerDiseaseIncidence,SummerDiseaseSeverity,Alfalfa_Summer_Biomass(g),Weed_SummerBiomass(g),IWG_SummerBiomass(g),Grain_SummerBiomass(g) ,Grain_SummerThreshed(g),SummerPostHarvestStandCount,SummerPostHarvestVigor,Alfalfa_FallStandCount,IWG_FallStandCount,Alfalfa_FallMaturity,Alfalfa_FallHeight,IWG_FallHeight,Alfalfa_FallBiomass(g),Weed_FallBiomass(g),IWG_FallBiomass(g)
NY_MG2,2025,B,Summer,2,IWAF-H-Base,19,4,4,76,intercrop,,,,,,,,,6,100,43.6666667,120,1,5,1,42.1,5.3,,,,100,2,,,,,,,,
NY_MG2,2025,B,Summer,15,AVC4,20,4,4,77,intercrop,,,,,,,,,6,100,46.3333333,118.333333,1,0,0,3.6,10.6,,,,8,2,,,,,,,,
NY_MG2,2025,B,Summer,20,Larry15,20,3,3,78,monoculture,,,,,,,,,6,9,45.6666667,46.6666667,6,0,0,76.4,8,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,8,IWAF-H-WI1,20,2,2,79,monoculture,,,,,,,,,6,9,54.6666667,58.3333333,1,15,1,103.7,30.2,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,23,UMN #4353,20,1,1,80,intercrop,,,,,,,,,7,100,66.6666667,126.666667,7,20,1,82.9,10.7,198.4,43.8,23.94,100,4,,,,,,,,
NY_MG2,2025,B,Summer,7,IWAF-L-WI1,21,1,1,81,intercrop,,,,,,,,,8,100,47,103.333333,5,10,5,85.3,7.8,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,10,AVC6,21,2,2,82,intercrop,,,,,,,,,8,100,44.6666667,115,3,20,1,76.6,2.1,,,,9,3,,,,,,,,
NY_MG2,2025,B,Summer,16,AVC11,21,3,3,83,intercrop,,,,,,,,,7,9,46.6666667,131.666667,4,5,1,63,10.6,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,13,AVC3,21,4,4,84,intercrop,,,,,,,,,8,9,47.3333333,120,5,0,0,34.4,3.6,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,7,IWAF-L-WI1,22,4,4,85,intercrop,,,,,,,,,7,100,47.6666667,86.6666667,7,0,0,81.6,-0.2,144.5,10.4,5.65,9,2,,,,,,,,
NY_MG2,2025,B,Summer,20,Larry15,22,3,3,86,intercrop,,,,,,,,,6,9,51.3333333,80,7,0,0,107.4,4.7,,,,100,2,,,,,,,,
NY_MG2,2025,B,Summer,13,AVC3,22,2,2,87,intercrop,,,,,,,,,7,100,49,118.333333,6,0,0,115.8,0,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,15,AVC4,22,1,1,88,intercrop,,,,,,,,,6,100,66.3333333,106.666667,5,5,1,87.6,7.2,166.5,31,14.23,100,5,,,,,,,,
NY_MG2,2025,B,Summer,2,IWAF-H-Base,23,1,1,89,intercrop,,,,,,,,,7,100,45.6666667,70,8,5,1,69.4,0.8,,,,9,3,,,,,,,,
NY_MG2,2025,B,Summer,3,IWAF-L-KS1,23,2,2,90,intercrop,,,,,,,,,6,100,46,101.666667,8,5,1,36.4,8.8,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,15,AVC4,23,3,3,91,intercrop,,,,,,,,,6,9,49.3333333,71.6666667,7,5,1,43.1,0.3,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,10,AVC6,23,4,4,92,intercrop,,,,,,,,,8,9,42.3333333,90,2,0,0,37.2,8.1,,,,9,1,,,,,,,,
NY_MG2,2025,B,Summer,18,AVC14,24,4,4,93,intercrop,,,,,,,,,8,100,50.6666667,111.666667,1,0,0,22.3,3.1,,,,100,2,,,,,,,,
NY_MG2,2025,B,Summer,17,AVC5,24,3,3,94,intercrop,,,,,,,,,6,100,54,93.3333333,8,0,0,54.5,0.2,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,28,NY19-45,24,2,2,95,intercrop,,,,,,,,,8,100,52.3333333,90,8,0,0,74.6,7.7,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,21,IAFAL-C3,24,1,1,96,intercrop,,,,,,,,,6,100,50.3333333,118.333333,7,0,0,204.8,7.2,,,,100,1,,,,,,,,
NY_MG2,2025,B,Summer,19,INTALF20,25,1,1,97,intercrop,,,,,,,,,7,100,55.3333333,88.3333333,7,0,0,97.9,19,222.3,51.2,15.89,100,4,,,,,,,,
NY_MG2,2025,B,Summer,18,AVC14,25,2,2,98,intercrop,,,,,,,,,6,100,53.3333333,101.666667,6,0,0,87.5,0,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,6,IWAF-H-MN1,25,3,3,99,intercrop,,,,,,,,,7,100,54.3333333,76.6666667,6,0,0,67.2,9.8,134.3,13.8,6.43,100,3,,,,,,,,
NY_MG2,2025,B,Summer,17,AVC5,25,4,4,100,intercrop,,,,,,,,,6,100,50.3333333,121.666667,4,0,0,14.6,6.1,134.3,28.2,15.24,9,2,,,,,,,,
NY_MG2,2025,B,Summer,26,UMN #5560,26,4,4,101,monoculture,,,,,,,,,6,100,45.6666667,49.6666667,1,0,0,32.8,14.9,,,,9,3,,,,,,,,
NY_MG2,2025,B,Summer,22,UMN #4352,26,3,3,102,intercrop,,,,,,,,,6,100,57.3333333,80,8,0,0,105,0.3,,,,9,3,,,,,,,,
NY_MG2,2025,B,Summer,15,AVC4,26,2,2,103,intercrop,,,,,,,,,6,100,60.3333333,75,8,0,0,121.2,4.8,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,3,IWAF-L-KS1,26,1,1,104,intercrop,,,,,,,,,6,100,65,111.666667,7,0,0,244.2,9,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,13,AVC3,27,1,1,105,intercrop,,,,,,,,,7,100,62,71.6666667,7,0,0,124.7,5.9,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,1,IWAF-L-Base,27,2,2,106,intercrop,,,,,,,,,6,100,44,73.3333333,7,5,1,88.8,30.1,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,11,AVC2,27,3,3,107,intercrop,,,,,,,,,6,100,47,53.3333333,8,5,1,118.4,0,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,16,AVC11,27,4,4,108,intercrop,,,,,,,,,6,9,44.6666667,118.333333,1,0,0,13.4,21.7,,,,9,1,,,,,,,,
NY_MG2,2025,B,Summer,28,NY19-45,28,4,4,109,intercrop,,,,,,,,,8,100,47.6666667,111.666667,3,0,0,69.9,14.4,176.8,33.6,17.47,100,2,,,,,,,,
NY_MG2,2025,B,Summer,24,UMN #5553,28,3,3,110,intercrop,,,,,,,,,6,9,53.6666667,98.3333333,7,5,1,95,3.3,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,16,AVC11,28,2,2,111,intercrop,,,,,,,,,6,100,47.3333333,101.666667,8,10,2,55.9,5.4,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,20,Larry15,28,1,1,112,intercrop,,,,,,,,,6,9,44.6666667,133.333333,7,0,0,205.1,24.3,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,11,AVC2,29,1,1,113,intercrop,,,,,,,,,6,100,48.3333333,110,7,0,0,136.7,0,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,20,Larry15,29,2,2,114,intercrop,,,,,,,,,6,100,37.6666667,86.6666667,8,0,0,131.2,5.7,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,6,IWAF-H-MN1,29,3,3,115,monoculture,,,,,,,,,8,100,53.6666667,60,1,10,1,54.9,11,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,12,AVC7,29,4,4,116,intercrop,,,,,,,,,6,100,41,116.666667,2,0,0,8.3,15,,,,100,2,,,,,,,,
NY_MG2,2025,B,Summer,11,AVC2,30,4,4,117,intercrop,,,,,,,,,7,9,48.3333333,96.6666667,3,5,1,34.1,5.2,,,,100,2,,,,,,,,
NY_MG2,2025,B,Summer,29,NY1713,30,3,3,118,intercrop,,,,,,,,,6,100,51.6666667,121.666667,7,0,0,102.6,2.8,,,,9,4,,,,,,,,
NY_MG2,2025,B,Summer,21,IAFAL-C3,30,2,2,119,intercrop,,,,,,,,,6,100,45.3333333,81.6666667,8,0,0,108.9,6.8,,,,9,1,,,,,,,,
NY_MG2,2025,B,Summer,12,AVC7,30,1,1,120,intercrop,,,,,,,,,7,100,59.6666667,106.666667,2,10,2,140.5,0,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,5,IWAF-L-MN1,31,1,1,121,intercrop,,,,,,,,,8,100,55.3333333,95,4,0,0,166.9,17.6,,,,100,5,,,,,,,,
NY_MG2,2025,B,Summer,7,IWAF-L-WI1,31,2,2,122,intercrop,,,,,,,,,6,100,49.6666667,91.6666667,1,0,0,71.1,24.8,156.7,35.8,17.75,100,3,,,,,,,,
NY_MG2,2025,B,Summer,14,AVC9,31,3,3,123,intercrop,,,,,,,,,6,9,59,51.6666667,2,0,0,106.1,6,94.5,4.9,2.28,100,3,,,,,,,,
NY_MG2,2025,B,Summer,23,UMN #4353,31,4,4,124,intercrop,,,,,,,,,6,100,51.3333333,113.333333,1,0,0,46.8,15.4,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,25,UMN #5555,32,4,4,125,intercrop,,,,,,,,,6,100,41,121.666667,1,0,0,43.9,23.1,,,,9,2,,,,,,,,
NY_MG2,2025,B,Summer,1,IWAF-L-Base,32,3,3,126,intercrop,,,,,,,,,6,100,53,96.6666667,3,0,0,89.5,12.4,,,,100,3,,,,,,,,
NY_MG2,2025,B,Summer,12,AVC7,32,2,2,127,intercrop,,,,,,,,,6,100,44,110,3,10,1,96,20.7,,,,100,4,,,,,,,,
NY_MG2,2025,B,Summer,10,AVC6,32,1,1,128,intercrop,,,,,,,,,8,100,48,103.333333,3,0,0,141.3,16.5,,,,100,3,,,,,,,,
NY_MG2,2025,B,Fall,7,IWAF-L-WI1,1,1,1,1,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,4,46.3333333,48.6666667,81.05,0.85,
NY_MG2,2025,B,Fall,11,AVC2,1,2,2,2,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,44,23.6666667,58.65,0,15.95
NY_MG2,2025,B,Fall,13,AVC3,1,3,3,3,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,43.6666667,23.6666667,83.25,0,
NY_MG2,2025,B,Fall,29,NY1713,1,4,4,4,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,35.6666667,19.6666667,49.35,2.15,
NY_MG2,2025,B,Fall,19,INTALF20,2,4,4,5,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,31.3333333,19.3333333,48.05,0,14.15
NY_MG2,2025,B,Fall,26,UMN #5560,2,3,3,6,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,50,20,95.75,1.45,
NY_MG2,2025,B,Fall,5,IWAF-L-MN1,2,2,2,7,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,52.6666667,22.6666667,101.25,0,
NY_MG2,2025,B,Fall,18,AVC14,2,1,1,8,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,56.3333333,20,76.85,0,
NY_MG2,2025,B,Fall,6,IWAF-H-MN1,3,1,1,9,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,54.3333333,20.6666667,94.55,0.95,16.35
NY_MG2,2025,B,Fall,26,UMN #5560,3,2,2,10,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,4,50.6666667,40.6666667,68.05,5.85,
NY_MG2,2025,B,Fall,27,UMN #5561,3,3,3,11,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,44.3333333,23.6666667,68.25,0.75,
NY_MG2,2025,B,Fall,21,IAFAL-C3,3,4,4,12,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,20.6666667,18,46.35,0.65,
NY_MG2,2025,B,Fall,22,UMN #4352,4,4,4,13,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,42,18.6666667,41.25,5.15,
NY_MG2,2025,B,Fall,7,IWAF-L-WI1,4,3,3,14,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,4,35,43,57.05,4.55,
NY_MG2,2025,B,Fall,29,NY1713,4,2,2,15,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,41.3333333,20,51.55,3.45,
NY_MG2,2025,B,Fall,9,AVC1,4,1,1,16,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,40.6666667,20.3333333,74.45,0.75,
NY_MG2,2025,B,Fall,16,AVC11,5,1,1,17,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,46.3333333,22.6666667,67.75,0.25,
NY_MG2,2025,B,Fall,27,UMN #5561,5,2,2,18,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,46.6666667,23.3333333,60.75,0,
NY_MG2,2025,B,Fall,8,IWAF-H-WI1,5,3,3,19,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,42,25.6666667,33.25,9.25,
NY_MG2,2025,B,Fall,24,UMN #5553,5,4,4,20,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,48.6666667,22.3333333,79.65,0,
NY_MG2,2025,B,Fall,6,IWAF-H-MN1,6,4,4,21,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,49,19.3333333,73.05,0.55,
NY_MG2,2025,B,Fall,28,NY19-45,6,3,3,22,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,29.3333333,19.3333333,72.95,0.65,
NY_MG2,2025,B,Fall,9,AVC1,6,2,2,23,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,48.6666667,18.6666667,60.85,0.15,31.85
NY_MG2,2025,B,Fall,6,IWAF-H-MN1,6,1,1,24,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,5,55,34.6666667,82.25,0.45,
NY_MG2,2025,B,Fall,17,AVC5,7,1,1,25,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,55.3333333,24.3333333,84.35,0.75,18.15
NY_MG2,2025,B,Fall,27,UMN #5561,7,2,2,26,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,3,44.3333333,44.3333333,44.05,5.85,
NY_MG2,2025,B,Fall,10,AVC6,7,3,3,27,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,44.3333333,22.3333333,71.65,0.95,20.35
NY_MG2,2025,B,Fall,27,UMN #5561,7,4,4,28,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,35.6666667,20,31.95,4.65,
NY_MG2,2025,B,Fall,8,IWAF-H-WI1,8,4,4,29,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,45.6666667,22.6666667,109.75,2.35,
NY_MG2,2025,B,Fall,21,IAFAL-C3,8,3,3,30,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,2,20.6666667,19,34.85,0.65,25.35
NY_MG2,2025,B,Fall,5,IWAF-L-MN1,8,2,2,31,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,3,46,36,66.45,7.15,
NY_MG2,2025,B,Fall,26,UMN #5560,8,1,1,32,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,58.6666667,19.6666667,135.95,0.55,
NY_MG2,2025,B,Fall,28,NY19-45,9,1,1,33,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,46.6666667,23,93.75,0.15,
NY_MG2,2025,B,Fall,23,UMN #4353,9,2,2,34,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,49.6666667,23.3333333,81.15,0.15,
NY_MG2,2025,B,Fall,2,IWAF-H-Base,9,3,3,35,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,43.6666667,21,55.35,0.75,
NY_MG2,2025,B,Fall,5,IWAF-L-MN1,9,4,4,36,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,4,46.3333333,34.6666667,43.05,2.85,
NY_MG2,2025,B,Fall,1,IWAF-L-Base,10,4,4,37,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,49,20,83.15,4.05,
NY_MG2,2025,B,Fall,5,IWAF-L-MN1,10,3,3,38,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,45,22.3333333,61.05,1.55,
NY_MG2,2025,B,Fall,24,UMN #5553,10,2,2,39,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,53,21.3333333,99.55,0,
NY_MG2,2025,B,Fall,14,AVC9,10,1,1,40,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,65,22.6666667,164.55,2.15,
NY_MG2,2025,B,Fall,29,NY1713,11,1,1,41,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,58,26,119.55,0.85,
NY_MG2,2025,B,Fall,6,IWAF-H-MN1,11,2,2,42,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,51,22,91.05,0,
NY_MG2,2025,B,Fall,25,UMN #5555,11,3,3,43,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,43.3333333,23.3333333,84.95,0,
NY_MG2,2025,B,Fall,9,AVC1,11,4,4,44,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,42,23,80.55,0.35,
NY_MG2,2025,B,Fall,3,IWAF-L-KS1,12,4,4,45,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,44.3333333,18,94.05,0.55,
NY_MG2,2025,B,Fall,23,UMN #4353,12,3,3,46,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,41.3333333,24.6666667,56.35,2.75,
NY_MG2,2025,B,Fall,25,UMN #5555,12,2,2,47,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,48.3333333,20.3333333,82.75,0.15,
NY_MG2,2025,B,Fall,3,IWAF-L-KS1,12,1,1,48,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,4,68.6666667,45.6666667,135.45,0.45,
NY_MG2,2025,B,Fall,24,UMN #5553,13,1,1,49,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,59,29,136.65,0.75,
NY_MG2,2025,B,Fall,22,UMN #4352,13,2,2,50,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,50.3333333,21.6666667,67.35,0,
NY_MG2,2025,B,Fall,3,IWAF-L-KS1,13,3,3,51,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,4,49,42.6666667,54.15,5.75,
NY_MG2,2025,B,Fall,26,UMN #5560,13,4,4,52,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,53.6666667,20.3333333,77.75,1.05,
NY_MG2,2025,B,Fall,5,IWAF-L-MN1,14,4,4,53,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,54.3333333,18.6666667,89.55,1.25,
NY_MG2,2025,B,Fall,19,INTALF20,14,3,3,54,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,46.6666667,19.6666667,92.35,1.95,22.15
NY_MG2,2025,B,Fall,2,IWAF-H-Base,14,2,2,55,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,52,20,108.35,0.15,
NY_MG2,2025,B,Fall,1,IWAF-L-Base,14,1,1,56,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,57.6666667,23.3333333,157.35,0,
NY_MG2,2025,B,Fall,20,Larry15,15,1,1,57,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,4,56.3333333,48,62.65,1.75,
NY_MG2,2025,B,Fall,19,INTALF20,15,2,2,58,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,55.6666667,25.6666667,92.45,0,
NY_MG2,2025,B,Fall,9,AVC1,15,3,3,59,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,46,21.3333333,66.55,0.75,
NY_MG2,2025,B,Fall,27,UMN #5561,15,4,4,60,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,4,48,43,61.15,4.85,
NY_MG2,2025,B,Fall,8,IWAF-H-WI1,16,4,4,61,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,3,49.6666667,41.6666667,46.25,4.15,
NY_MG2,2025,B,Fall,3,IWAF-L-KS1,16,3,3,62,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,50.6666667,20.3333333,98.75,0.65,
NY_MG2,2025,B,Fall,17,AVC5,16,2,2,63,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,56.6666667,20.3333333,122.15,0,
NY_MG2,2025,B,Fall,8,IWAF-H-WI1,16,1,1,64,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,57,20.6666667,132.15,0.35,
NY_MG2,2025,B,Fall,25,UMN #5555,17,1,1,65,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,47.3333333,19.3333333,84.25,1.25,
NY_MG2,2025,B,Fall,8,IWAF-H-WI1,17,2,2,66,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,51,25.3333333,80.05,0,
NY_MG2,2025,B,Fall,18,AVC14,17,3,3,67,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,43,23,71.75,2.45,
NY_MG2,2025,B,Fall,20,Larry15,17,4,4,68,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,26,22.6666667,85.25,0.45,
NY_MG2,2025,B,Fall,14,AVC9,18,4,4,69,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,43.6666667,15.3333333,50.25,0.55,12.75
NY_MG2,2025,B,Fall,12,AVC7,18,3,3,70,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,47.3333333,22.3333333,57.05,0,
NY_MG2,2025,B,Fall,14,AVC9,18,2,2,71,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,57.6666667,20,111.65,1.15,16.65
NY_MG2,2025,B,Fall,27,UMN #5561,18,1,1,72,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,59.3333333,19,107.55,2.15,
NY_MG2,2025,B,Fall,22,UMN #4352,19,1,1,73,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,57,19,82.75,2.35,17.95
NY_MG2,2025,B,Fall,26,UMN #5560,19,2,2,74,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,55.3333333,23.6666667,97.75,0.05,
NY_MG2,2025,B,Fall,7,IWAF-L-WI1,19,3,3,75,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,42.3333333,22.3333333,94.85,0,
NY_MG2,2025,B,Fall,2,IWAF-H-Base,19,4,4,76,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,40,20.6666667,66.05,0,
NY_MG2,2025,B,Fall,15,AVC4,20,4,4,77,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,24.6666667,18.3333333,58.65,0.95,
NY_MG2,2025,B,Fall,20,Larry15,20,3,3,78,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,3,43,37.3333333,78.35,10.65,
NY_MG2,2025,B,Fall,8,IWAF-H-WI1,20,2,2,79,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,4,52,39.3333333,66.65,1.85,
NY_MG2,2025,B,Fall,23,UMN #4353,20,1,1,80,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,56,21.3333333,137.95,1.25,23.25
NY_MG2,2025,B,Fall,7,IWAF-L-WI1,21,1,1,81,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,49,23.3333333,104.95,0,
NY_MG2,2025,B,Fall,10,AVC6,21,2,2,82,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,51.6666667,25,65.15,2.05,
NY_MG2,2025,B,Fall,16,AVC11,21,3,3,83,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,46.6666667,25,66.15,0.45,
NY_MG2,2025,B,Fall,13,AVC3,21,4,4,84,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,39.3333333,21.3333333,59.85,1.25,
NY_MG2,2025,B,Fall,7,IWAF-L-WI1,22,4,4,85,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,38.3333333,15.3333333,83.75,3.45,
NY_MG2,2025,B,Fall,20,Larry15,22,3,3,86,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,6,34.6666667,20.3333333,53.95,0.05,
NY_MG2,2025,B,Fall,13,AVC3,22,2,2,87,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,54.3333333,21.3333333,77.25,0,
NY_MG2,2025,B,Fall,15,AVC4,22,1,1,88,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,60.6666667,18,103.75,1.15,
NY_MG2,2025,B,Fall,2,IWAF-H-Base,23,1,1,89,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,52,19.3333333,72.45,0,
NY_MG2,2025,B,Fall,3,IWAF-L-KS1,23,2,2,90,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,58.3333333,21.6666667,72.75,0.15,
NY_MG2,2025,B,Fall,15,AVC4,23,3,3,91,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,52.3333333,22.3333333,67.15,3.45,
NY_MG2,2025,B,Fall,10,AVC6,23,4,4,92,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,40,23.3333333,50.95,9.25,
NY_MG2,2025,B,Fall,18,AVC14,24,4,4,93,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,35.3333333,17.6666667,67.55,0,
NY_MG2,2025,B,Fall,17,AVC5,24,3,3,94,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,47.6666667,20.3333333,81.35,0,
NY_MG2,2025,B,Fall,28,NY19-45,24,2,2,95,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,45.6666667,21.6666667,45.35,0,
NY_MG2,2025,B,Fall,21,IAFAL-C3,24,1,1,96,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,2,20.6666667,17.3333333,46.15,0,
NY_MG2,2025,B,Fall,19,INTALF20,25,1,1,97,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,54,24.3333333,118.15,0,
NY_MG2,2025,B,Fall,18,AVC14,25,2,2,98,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,52.3333333,20.6666667,94.75,0.45,
NY_MG2,2025,B,Fall,6,IWAF-H-MN1,25,3,3,99,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,49.6666667,24.6666667,97.15,1.35,42.45
NY_MG2,2025,B,Fall,17,AVC5,25,4,4,100,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,3,35.6666667,19.3333333,67.95,0.75,
NY_MG2,2025,B,Fall,26,UMN #5560,26,4,4,101,monoculture,,,,,,,,,,,,,,,,,,,,,,,,,6,57.6666667,49.3333333,64.45,7.15,
NY_MG2,2025,B,Fall,22,UMN #4352,26,3,3,102,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,4,52.6666667,22.6666667,117.55,0.75,
NY_MG2,2025,B,Fall,15,AVC4,26,2,2,103,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,57,19.6666667,124.35,1.15,
NY_MG2,2025,B,Fall,3,IWAF-L-KS1,26,1,1,104,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,68.3333333,22,148.35,0.45,
NY_MG2,2025,B,Fall,13,AVC3,27,1,1,105,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,6,65,24.6666667,118.35,0,
NY_MG2,2025,B,Fall,1,IWAF-L-Base,27,2,2,106,intercrop,,,,,,,,,,,,,,,,,,,,,,,,,5,52.6666667,24.6666667,60.25,2.05,
